canonical_keyword,cluster_key,cluster_label,topical_silo,primary_entity,entity_type,parent_entity,intent,intent_detail,geo_modifier,keyword_count,total_volume,current_ranking_coverage_pct,average_current_position,recommended_page_type,recommended_action,suggested_url
mcdonald's chocolate chip cookies ingredients,sweets-chocolate-chip-cookies__nutrition_ingredients,Chocolate Chip Cookies - nutrition ingredients,Sweets & Treats,Chocolate Chip Cookies,product_variant,Sweets & Treats,nutrition,nutrition_ingredients,,1,50,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/chocolate-chip-cookies/
double quarter pounder with cheese meal,evm-double-quarter-pounder-with-cheese-meal__overview_menu,Double Quarter Pounder with Cheese Meal - overview menu,Value & Deals,Double Quarter Pounder with Cheese Meal,product_variant,Extra Value Meals,overview,overview_menu,,1,50,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/double-quarter-pounder-with-cheese-meal/
mcdonalds burger and fries,sides-world-famous-fries-small__overview_menu,World Famous Fries Small - overview menu,Fries & Sides,World Famous Fries Small,product_variant,World Famous Fries,overview,overview_menu,,1,50,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-small/
does mcdonalds sell iced coffee all day,coffee-mccafe-iced-coffee-small__timing_hours,McCafe Iced Coffee Small - timing hours,McCafe Coffees,McCafe Iced Coffee Small,product_variant,McCafe Iced Coffee,timing_availability,timing_hours,,1,50,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-iced-coffee-small/
mcdonald's hot chocolate ingredients,coffee-mccafe-hot-chocolate__nutrition_ingredients,McCafe Hot Chocolate - nutrition ingredients,McCafe Coffees,McCafe Hot Chocolate,product_family,McCafe Coffees,nutrition,nutrition_ingredients,,1,50,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonald's latte price,coffee-mccafe-latte__price_value,McCafe Latte - price value,McCafe Coffees,McCafe Latte,product_family,McCafe Coffees,commercial,price_value,,1,50,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mccrispy meal price,evm-mccrispy-meal__price_value,McCrispy Meal - price value,Value & Deals,McCrispy Meal,product_variant,Extra Value Meals,commercial,price_value,,1,50,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/mccrispy-meal/
dollar menus near me,deals-mcvalue-guide__overview_general,Deals & McValue Guide - overview general,Value & Deals,Deals & McValue Guide,support_page,,overview,overview_general,,2,50,0.0,,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/
mcdonald's breakfast hash brown,bfast-hash-browns__overview_menu,Hash Browns - overview menu,Breakfast,Hash Browns,product_variant,Breakfast Menu,overview,overview_menu,,2,50,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/hash-browns/
iced mocha latte mcdonald's,coffee-mccafe-iced-mocha-latte__overview_general,McCafe Iced Mocha Latte - overview general,McCafe Coffees,McCafe Iced Mocha Latte,product_family,McCafe Coffees,overview,overview_general,,2,50,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
6 piece happy meal calories,happy-6-pc-mcnuggets-happy-meal__nutrition_macros,6 pc McNuggets Happy Meal - nutrition macros,Happy Meal,6 pc McNuggets Happy Meal,product_variant,Happy Meal,nutrition,nutrition_macros,,2,50,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/happy-meal/6-pc-mcnuggets-happy-meal/
mcdonald's cookie price,sweets-cookies__price_value,Cookies - price value,Sweets & Treats,Cookies,product_family,Sweets & Treats,commercial,price_value,,3,50,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/
is sweet tea vegan,bev-sweet-tea__nutrition_allergens,Sweet Tea - nutrition allergens,Beverages,Sweet Tea,product_family,Beverages & Drinks,nutrition,nutrition_allergens,,2,50,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
mcdonald's florida menu,menu-hub__geo_price__florida,McDonald's Menu - geo price,Brand Core,McDonald's Menu,menu_hub,,geo_pricing,geo_price,Florida,2,50,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcdonald's 2 cheeseburger meal calories,evm-cheeseburger-meal__nutrition_macros,Cheeseburger Meal - nutrition macros,Value & Deals,Cheeseburger Meal,product_variant,Extra Value Meals,nutrition,nutrition_macros,,2,50,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/cheeseburger-meal/
sausage egg and cheese mcgriddle meal price,evm-sausage-egg-cheese-mcgriddles-meal__price_value,"Sausage, Egg & Cheese McGriddles Meal - price value",Value & Deals,"Sausage, Egg & Cheese McGriddles Meal",product_variant,Extra Value Meals,commercial,price_value,,2,50,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/sausage-egg-cheese-mcgriddles-meal/
sausage mcgriddle meal price,evm-sausage-mcgriddles-meal__price_value,Sausage McGriddles Meal - price value,Value & Deals,Sausage McGriddles Meal,product_variant,Extra Value Meals,commercial,price_value,,2,50,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/sausage-mcgriddles-meal/
6 piece chicken mcnuggets meal,nuggets-6-pc-chicken-mcnuggets__overview_menu,6 pc Chicken McNuggets - overview menu,McNuggets & Strips,6 pc Chicken McNuggets,product_variant,Chicken McNuggets,overview,overview_menu,,4,50,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/6-pc-chicken-mcnuggets/
is mcdonald's ketchup gluten free,menu-hub__nutrition_allergens,McDonald's Menu - nutrition allergens,Brand Core,McDonald's Menu,menu_hub,,nutrition,nutrition_allergens,,3,50,0.0,,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/
iced french vanilla coffee mcdonald's,coffee-mccafe-iced-french-vanilla-coffee__overview_menu,McCafe Iced French Vanilla Coffee - overview menu,McCafe Coffees,McCafe Iced French Vanilla Coffee,product_family,McCafe Coffees,overview,overview_menu,,1,40,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
is mcdonald's honey mustard gluten free,sauce-honey__nutrition_allergens,Honey - nutrition allergens,Sauces & Condiments,Honey,product_variant,Sauces & Condiments,nutrition,nutrition_allergens,,1,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sauces-condiments/honey/
mcgriddles ingredients,breakfast-mcgriddle__nutrition_ingredients,McGriddle - nutrition ingredients,Breakfast,McGriddle,product_family,Breakfast Menu,nutrition,nutrition_ingredients,,1,40,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/breakfast-menu/
mcdonald's sweet tea large calories,bev-sweet-tea-large__nutrition_macros,Sweet Tea Large - nutrition macros,Beverages,Sweet Tea Large,product_variant,Sweet Tea,nutrition,nutrition_macros,,1,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/beverages-drinks/sweet-tea-large/
snack wrap mcdonalds price,snack-wrap__price_value,Snack Wrap - price value,Snack Wrap,Snack Wrap,menu_guide,,commercial,price_value,,1,40,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/snack-wrap/
how much caffeine in mcdonalds iced coffee large,coffee-mccafe-iced-coffee-large__nutrition_caffeine,McCafe Iced Coffee Large - nutrition caffeine,McCafe Coffees,McCafe Iced Coffee Large,product_variant,McCafe Iced Coffee,nutrition,nutrition_caffeine,,1,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-iced-coffee-large/
mcchicken precio usa,chicken-mcchicken__geo_price__usa,McChicken - geo price,Chicken & Fish,McChicken,product_variant,Chicken & Fish Menu,geo_pricing,geo_price,Usa,1,40,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mccafe caramel frappe,coffee-mccafe-caramel-frappe__overview_general,McCafe Caramel Frappe - overview general,McCafe Coffees,McCafe Caramel Frappe,product_family,McCafe Coffees,overview,overview_general,,1,40,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonald's mustard packet,sauce-mustard-packet__overview_general,Mustard Packet - overview general,Sauces & Condiments,Mustard Packet,product_variant,Sauces & Condiments,overview,overview_general,,1,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sauces-condiments/mustard-packet/
sausage mcgriddle ingredients,bfast-sausage-mcgriddles__nutrition_ingredients,Sausage McGriddles - nutrition ingredients,Breakfast,Sausage McGriddles,product_variant,Breakfast Menu,nutrition,nutrition_ingredients,,1,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/sausage-mcgriddles/
iced mocha latte calories,coffee-mccafe-iced-mocha-latte__nutrition_macros,McCafe Iced Mocha Latte - nutrition macros,McCafe Coffees,McCafe Iced Mocha Latte,product_family,McCafe Coffees,nutrition,nutrition_macros,,1,40,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
is mcdonald's hot chocolate gluten free,coffee-mccafe-hot-chocolate__nutrition_allergens,McCafe Hot Chocolate - nutrition allergens,McCafe Coffees,McCafe Hot Chocolate,product_family,McCafe Coffees,nutrition,nutrition_allergens,,1,40,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonald's hot fudge sundae ingredients,sweets-hot-fudge-sundae__nutrition_ingredients,Hot Fudge Sundae - nutrition ingredients,Sweets & Treats,Hot Fudge Sundae,product_variant,Sweets & Treats,nutrition,nutrition_ingredients,,1,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/hot-fudge-sundae/
mcdonald's lemonade price,bev-lemonade__price_value,Lemonade - price value,Beverages,Lemonade,product_family,Beverages & Drinks,commercial,price_value,,1,40,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
is mcdonald's ranch gluten free,sauce-creamy-ranch-sauce__nutrition_allergens,Creamy Ranch Sauce - nutrition allergens,Sauces & Condiments,Creamy Ranch Sauce,product_variant,Sauces & Condiments,nutrition,nutrition_allergens,,1,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sauces-condiments/creamy-ranch-sauce/
quarter pounder deluxe price,burgers-quarter-pounder-with-cheese-deluxe__price_value,Quarter Pounder with Cheese Deluxe - price value,Burgers,Quarter Pounder with Cheese Deluxe,product_variant,Burgers Menu,commercial,price_value,,1,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese-deluxe/
mcdonald's egg and cheese bagel,bfast-egg-cheese-bagel__overview_general,Egg and Cheese Bagel - overview general,Breakfast,Egg and Cheese Bagel,product_variant,Breakfast Menu,overview,overview_general,,1,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/egg-cheese-bagel/
are mcdonalds nuggets gluten free,nuggets-6-pc-chicken-mcnuggets__nutrition_allergens,6 pc Chicken McNuggets - nutrition allergens,McNuggets & Strips,6 pc Chicken McNuggets,product_variant,Chicken McNuggets,nutrition,nutrition_allergens,,1,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/6-pc-chicken-mcnuggets/
sausage burrito meal price,evm-sausage-burrito-meal__price_value,Sausage Burrito Meal - price value,Value & Deals,Sausage Burrito Meal,product_variant,Extra Value Meals,commercial,price_value,,1,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/sausage-burrito-meal/
chicken mcnuggets meal,evm-chicken-mcnuggets-meal__overview_menu,Chicken McNuggets Meal - overview menu,Value & Deals,Chicken McNuggets Meal,product_family,Extra Value Meals,overview,overview_menu,,1,40,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/extra-value-meals/
quarter pounder with cheese meal,evm-quarter-pounder-with-cheese-meal__overview_menu,Quarter Pounder with Cheese Meal - overview menu,Value & Deals,Quarter Pounder with Cheese Meal,product_variant,Extra Value Meals,overview,overview_menu,,2,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/quarter-pounder-with-cheese-meal/
mcdonald's us breakfast menu,breakfast-menu__geo_price__us,Breakfast Menu - geo price,Breakfast,Breakfast Menu,menu_guide,,geo_pricing,geo_price,Us,2,40,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
bacon quarter pounder with cheese price,burgers-bacon-quarter-pounder-with-cheese__price_value,Bacon Quarter Pounder with Cheese - price value,Burgers,Bacon Quarter Pounder with Cheese,product_variant,Burgers Menu,commercial,price_value,,2,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/bacon-quarter-pounder-with-cheese/
mc flurry oreo,sweets-derpy-mcflurry__overview_general,Derpy McFlurry - overview general,Sweets & Treats,Derpy McFlurry,product_variant,Sweets & Treats,overview,overview_general,,3,40,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/derpy-mcflurry/
mcdonald's soft drink prices,bev-soft-drink__price_value,Soft Drink - price value,Beverages,Soft Drink,product_family,Beverages & Drinks,commercial,price_value,,4,40,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
mcdonald's iced latte caffeine,coffee-mccafe-iced-latte__nutrition_caffeine,McCafe Iced Latte - nutrition caffeine,McCafe Coffees,McCafe Iced Latte,product_family,McCafe Coffees,nutrition,nutrition_caffeine,,1,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonalds sauces calories,sauces-condiments__nutrition_macros,Sauces & Condiments - nutrition macros,Sauces & Condiments,Sauces & Condiments,menu_guide,,nutrition,nutrition_macros,,1,30,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/sauces-condiments/
mc flurry calories,sweets-derpy-mcflurry__nutrition_macros,Derpy McFlurry - nutrition macros,Sweets & Treats,Derpy McFlurry,product_variant,Sweets & Treats,nutrition,nutrition_macros,,1,30,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/derpy-mcflurry/
is mcdonalds iced coffee gluten free,coffee-mccafe-iced-coffee-small__nutrition_allergens,McCafe Iced Coffee Small - nutrition allergens,McCafe Coffees,McCafe Iced Coffee Small,product_variant,McCafe Iced Coffee,nutrition,nutrition_allergens,,1,30,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-iced-coffee-small/
mcdonald's kids meal calories,happy-happy-meal__nutrition_macros,Happy Meal - nutrition macros,Happy Meal,Happy Meal,product_family,Happy Meal,nutrition,nutrition_macros,,1,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/happy-meal-menu/
mcdonald's lemonade ingredients,bev-lemonade__nutrition_ingredients,Lemonade - nutrition ingredients,Beverages,Lemonade,product_family,Beverages & Drinks,nutrition,nutrition_ingredients,,1,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
mcdonald's iced caramel coffee caffeine,coffee-mccafe-iced-caramel-coffee__nutrition_caffeine,McCafe Iced Caramel Coffee - nutrition caffeine,McCafe Coffees,McCafe Iced Caramel Coffee,product_family,McCafe Coffees,nutrition,nutrition_caffeine,,1,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
double quarter pounder ingredients,burgers-double-quarter-pounder-with-cheese__nutrition_ingredients,Double Quarter Pounder with Cheese - nutrition ingredients,Burgers,Double Quarter Pounder with Cheese,product_variant,Burgers Menu,nutrition,nutrition_ingredients,,1,30,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/double-quarter-pounder-with-cheese/
does mcdonald's lemonade have caffeine,bev-lemonade__nutrition_caffeine,Lemonade - nutrition caffeine,Beverages,Lemonade,product_family,Beverages & Drinks,nutrition,nutrition_caffeine,,1,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
mcdonald's chicken strips price,nuggets-mccrispy-strips__price_value,McCrispy Strips - price value,McNuggets & Strips,McCrispy Strips,product_variant,McNuggets & Strips,commercial,price_value,,1,30,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/mccrispy-strips/
mcdonald's steak bagel ingredients,bfast-bagel__nutrition_ingredients,Bagel - nutrition ingredients,Breakfast,Bagel,product_variant,Breakfast Menu,nutrition,nutrition_ingredients,,1,30,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/bagel/
mcdonald's mcflurry ingredients,sweets-mcflurry__nutrition_ingredients,McFlurry - nutrition ingredients,Sweets & Treats,McFlurry,product_family,Sweets & Treats,nutrition,nutrition_ingredients,,1,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/
mcdonald's steak egg and cheese bagel ingredients,bfast-steak-egg-cheese-bagel__nutrition_ingredients,"Steak, Egg & Cheese Bagel - nutrition ingredients",Breakfast,"Steak, Egg & Cheese Bagel",product_variant,Breakfast Menu,nutrition,nutrition_ingredients,,1,30,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/steak-egg-cheese-bagel/
sausage egg and cheese mcgriddle meal calories,evm-sausage-egg-cheese-mcgriddles-meal__nutrition_macros,"Sausage, Egg & Cheese McGriddles Meal - nutrition macros",Value & Deals,"Sausage, Egg & Cheese McGriddles Meal",product_variant,Extra Value Meals,nutrition,nutrition_macros,,1,30,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/sausage-egg-cheese-mcgriddles-meal/
sausage mcgriddle meal calories,evm-sausage-mcgriddles-meal__nutrition_macros,Sausage McGriddles Meal - nutrition macros,Value & Deals,Sausage McGriddles Meal,product_variant,Extra Value Meals,nutrition,nutrition_macros,,1,30,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/sausage-mcgriddles-meal/
are m&m mcflurries gluten free,sweets-mcflurry__nutrition_allergens,McFlurry - nutrition allergens,Sweets & Treats,McFlurry,product_family,Sweets & Treats,nutrition,nutrition_allergens,,1,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/
mccrispy meal calories,evm-mccrispy-meal__nutrition_macros,McCrispy Meal - nutrition macros,Value & Deals,McCrispy Meal,product_variant,Extra Value Meals,nutrition,nutrition_macros,,1,30,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/mccrispy-meal/
french vanilla latte calories,coffee-mccafe-french-vanilla-latte__nutrition_macros,McCafe French Vanilla Latte - nutrition macros,McCafe Coffees,McCafe French Vanilla Latte,product_family,McCafe Coffees,nutrition,nutrition_macros,,1,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
us big mac price,burgers-big-mac__geo_price__us,Big Mac - geo price,Burgers,Big Mac,product_variant,Burgers Menu,geo_pricing,geo_price,Us,2,30,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcdonalds biscuit ingredients,breakfast-menu__nutrition_ingredients,Breakfast Menu - nutrition ingredients,Breakfast,Breakfast Menu,menu_guide,,nutrition,nutrition_ingredients,,2,30,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/breakfast-menu/
mcdonald's large fries price usa,sides-world-famous-fries-large__geo_price__usa,World Famous Fries Large - geo price,Fries & Sides,World Famous Fries Large,product_variant,World Famous Fries,geo_pricing,geo_price,Usa,2,30,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mango pineapple smoothie mcdonald's price,bev-mango-pineapple-smoothie__price_value,Mango Pineapple Smoothie - price value,Beverages,Mango Pineapple Smoothie,product_family,Beverages & Drinks,commercial,price_value,,2,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
4 piece happy meal price,happy-4-pc-mcnuggets-happy-meal__price_value,4 pc McNuggets Happy Meal - price value,Happy Meal,4 pc McNuggets Happy Meal,product_variant,Happy Meal,commercial,price_value,,2,30,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/happy-meal/4-pc-mcnuggets-happy-meal/
calories in mcdonald's mcflurry,sweets-mcflurry__nutrition_macros,McFlurry - nutrition macros,Sweets & Treats,McFlurry,product_family,Sweets & Treats,nutrition,nutrition_macros,,2,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/
mcdonald's iced caramel macchiato price,coffee-mccafe-iced-caramel-macchiato__price_value,McCafe Iced Caramel Macchiato - price value,McCafe Coffees,McCafe Iced Caramel Macchiato,product_family,McCafe Coffees,commercial,price_value,,2,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonald's strawberry shake price,sweets-strawberry-shake__price_value,Strawberry Shake - price value,Sweets & Treats,Strawberry Shake,product_family,Sweets & Treats,commercial,price_value,,2,30,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/
mcdonald's drinks calories,beverages-drinks__nutrition_macros,Beverages & Drinks - nutrition macros,Beverages,Beverages & Drinks,menu_guide,,nutrition,nutrition_macros,,3,30,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/beverage-menu/
mcdonald's blue raspberry slushie nutrition facts,bev-frozen-fanta-blue-raspberry__nutrition_macros,Frozen Fanta Blue Raspberry - nutrition macros,Beverages,Frozen Fanta Blue Raspberry,product_family,Beverages & Drinks,nutrition,nutrition_macros,,1,20,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
is hi c orange soda or juice,comparison__soft-drink-medium-vs-soft-drink-small,Soft Drink Medium vs Soft Drink Small,Beverages,Soft Drink Medium vs Soft Drink Small,comparison,Soft Drink,comparison,comparison,,1,20,0.0,,comparison,Create a comparison page or dedicated comparison section.,
mocha frappe vs iced mocha,comparison__mccafe-mocha-frappe-medium-vs-mccafe-mocha-frappe-small,McCafe Mocha Frappe Medium vs McCafe Mocha Frappe Small,McCafe Coffees,McCafe Mocha Frappe Medium vs McCafe Mocha Frappe Small,comparison,McCafe Mocha Frappe,comparison,comparison,,1,20,0.0,,comparison,Create a comparison page or dedicated comparison section.,
is mcdonald's mocha frappe gluten free,coffee-mccafe-mocha-frappe-small__nutrition_allergens,McCafe Mocha Frappe Small - nutrition allergens,McCafe Coffees,McCafe Mocha Frappe Small,product_variant,McCafe Mocha Frappe,nutrition,nutrition_allergens,,1,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mccafe-coffees/mccafe-mocha-frappe-small/
texas double whopper price,menu-hub__geo_price__texas,McDonald's Menu - geo price,Brand Core,McDonald's Menu,menu_hub,,geo_pricing,geo_price,Texas,1,20,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcchicken price california,chicken-mcchicken__geo_price__california,McChicken - geo price,Chicken & Fish,McChicken,product_variant,Chicken & Fish Menu,geo_pricing,geo_price,California,1,20,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcdonald's latte menu,coffee-mccafe-latte__overview_menu,McCafe Latte - overview menu,McCafe Coffees,McCafe Latte,product_family,McCafe Coffees,overview,overview_menu,,1,20,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonald's americano caffeine,coffee-americano__nutrition_caffeine,Americano - nutrition caffeine,McCafe Coffees,Americano,product_family,McCafe Coffees,nutrition,nutrition_caffeine,,1,20,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
how much sodium is in dasani water,bev-dasani-water__nutrition_macros,DASANI Water - nutrition macros,Beverages,DASANI Water,product_variant,Beverages & Drinks,nutrition,nutrition_macros,,1,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/beverages-drinks/dasani-water/
m&m mcflurry gluten free,sweets-m-ms-mcflurry__nutrition_allergens,M&M'S McFlurry - nutrition allergens,Sweets & Treats,M&M'S McFlurry,product_variant,Sweets & Treats,nutrition,nutrition_allergens,,1,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/m-ms-mcflurry/
big mac price texas,burgers-big-mac__geo_price__texas,Big Mac - geo price,Burgers,Big Mac,product_variant,Burgers Menu,geo_pricing,geo_price,Texas,1,20,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
sausage mcmuffin with egg meal price,evm-sausage-mcmuffin-with-egg-meal__price_value,Sausage McMuffin with Egg Meal - price value,Value & Deals,Sausage McMuffin with Egg Meal,product_variant,Extra Value Meals,commercial,price_value,,1,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/sausage-mcmuffin-with-egg-meal/
sausage egg and cheese mcgriddle meal,evm-sausage-egg-cheese-mcgriddles-meal__overview_menu,"Sausage, Egg & Cheese McGriddles Meal - overview menu",Value & Deals,"Sausage, Egg & Cheese McGriddles Meal",product_variant,Extra Value Meals,overview,overview_menu,,1,20,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/sausage-egg-cheese-mcgriddles-meal/
